,,,,,,,,
,,ホームドアの設置状況,,,,,,
,,,,,,ホームドア設置駅数　　　　943駅,,
,,,,,,ホームドア設置番線数　　2192番線,,
,,,,,（令和2年度末　移動等円滑化実績報告による）,,,
,,,,,,,,
,駅数,事業者名,駅名,路線名,番線（のりば）,,ホームドアの種別,ホームの形状
,33,JR東日本,鶯谷,山手線,2,,可動式ホーム柵,島式2面4線
,33,,,山手線,3,,可動式ホーム柵,島式2面4線
,34,JR東日本,原宿,山手線,1,,可動式ホーム柵,島式1面2線
,34,,,山手線,2,,可動式ホーム柵,島式1面2線
,35,JR東日本,田端,山手線,2,,可動式ホーム柵,島式2面4線
,35,,,山手線,3,,可動式ホーム柵,島式2面4線
,36,JR東日本,五反田,山手線,1,,可動式ホーム柵,島式1面2線
,36,,,山手線,2,,可動式ホーム柵,島式1面2線
,37,JR東日本,秋葉原,京浜東北線,1,,可動式ホーム柵,2面4線
,37,,,山手線,2,,可動式ホーム柵,島式2面4線
,37,,,山手線,3,,可動式ホーム柵,島式2面4線
,37,,,京浜東北線,4,,可動式ホーム柵,2面4線
,38,JR東日本,代々木,山手線,1,,可動式ホーム柵,相対式1面1線、島式1面2線
,38,,,山手線,2,,可動式ホーム柵,相対式1面1線、島式1面2線
,38,,,中央・総武線,3,,可動式ホーム柵,相対式1面1線、島式1面2線
,38,,,中央・総武線,4,,可動式ホーム柵,相対式1面1線、島式1面2線
,39,JR東日本,上野,京浜東北線,1,,可動式ホーム柵,島式2面4線
,39,,,山手線,2,,可動式ホーム柵,島式2面4線
,39,,,山手線,3,,可動式ホーム柵,島式2面4線
,39,,,京浜東北線,4,,可動式ホーム柵,島式2面4線
,40,JR東日本,神田,京浜東北線,1,,可動式ホーム柵,島式2面4線
,40,,,山手線,2,,可動式ホーム柵,島式2面4線
,40,,,山手線,3,,可動式ホーム柵,島式2面4線
,40,,,京浜東北線,4,,可動式ホーム柵,島式2面4線
,41,JR東日本,東京,京浜東北線,3,,可動式ホーム柵,島式2面4線
,41,,,山手線,4,,可動式ホーム柵,島式2面4線
,41,,,山手線,5,,可動式ホーム柵,島式2面4線
,41,,,京浜東北線,6,,可動式ホーム柵,島式2面4線
,42,JR東日本,市ケ谷,中央線,1,,可動式ホーム柵,島式1面2線
,42,,,中央線,2,,可動式ホーム柵,島式1面2線
,43,JR東日本,信濃町,中央線,1,,可動式ホーム柵,島式1面2線
,43,,,中央線,2,,可動式ホーム柵,島式1面2線
,44,JR東日本,千駄ケ谷,中央線,1,,可動式ホーム柵,島式1面2線
,44,,,中央線,2,,可動式ホーム柵,島式1面2線
,45,JR東日本,日暮里,山手線,10,,可動式ホーム柵,島式2面4線
,45,,,山手線,11,,可動式ホーム柵,島式2面4線
,46,JR東日本,品川,山手線,1,,可動式ホーム柵,島式1面2線
,46,,,山手線,2,,可動式ホーム柵,島式1面2線
,46,,,京浜東北線,4,,可動式ホーム柵,島式1面1線､島式1面2線
,46,,,京浜東北線,5,,可動式ホーム柵,島式1面1線､島式1面2線
,47,JR東日本,高輪ゲートウェイ,山手線,1,,可動式ホーム柵,島式1面2線
,47,,,山手線,2,,可動式ホーム柵,島式1面2線
,47,,,京浜東北線,3,,可動式ホーム柵,島式1面2線
,47,,,京浜東北線,4,,可動式ホーム柵,島式1面2線
,48,JR東日本,新橋,京浜東北線,3,,可動式ホーム柵,島式2面4線
,48,,,山手線,4,,可動式ホーム柵,島式2面4線
,48,,,山手線,5,,可動式ホーム柵,島式2面4線
,48,,,京浜東北線,6,,可動式ホーム柵,島式2面4線
,49,JR東日本,浜松町,山手線,2,,可動式ホーム柵,島式2面4線
,49,,,山手線,3,,可動式ホーム柵,島式2面4線
,50,JR東日本,赤羽,京浜東北線,1,,可動式ホーム柵,島式1面2線
,50,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,51,JR東日本,さいたま新都心,京浜東北線,1,,可動式ホーム柵,島式1面2線
,51,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,52,JR東日本,浦和,京浜東北線,1,,可動式ホーム柵,島式1面2線
,52,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,53,JR東日本,上中里,京浜東北線,1,,可動式ホーム柵,島式1面2線
,53,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,54,JR東日本,東十条,京浜東北線,1,,可動式ホーム柵,島式2面3線
,54,,,京浜東北線,4,,可動式ホーム柵,島式2面3線
,55,JR東日本,大井町,京浜東北線,1,,可動式ホーム柵,島式1面2線
,55,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,56,JR東日本,鶴見,京浜東北線,1,,可動式ホーム柵,島式1面2線
,56,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,57,JR東日本,新子安,京浜東北線,1,,可動式ホーム柵,島式1面2線
,57,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,58,JR東日本,淵野辺,横浜線,1,,可動式ホーム柵,島式1面2線
,58,,,横浜線,2,,可動式ホーム柵,島式1面2線
,59,JR東日本,関内,根岸線,1,,可動式ホーム柵,相対式2面2線
,59,,,根岸線,2,,可動式ホーム柵,相対式2面2線
,60,JR東日本,桜木町,京浜東北線,1,,可動式ホーム柵,島式2面3線
,60,,,京浜東北線,4,,可動式ホーム柵,島式2面3線
,61,JR東日本,東神奈川,京浜東北線,1,,可動式ホーム柵,島式2面4線
,61,,,京浜東北線,4,,可動式ホーム柵,島式2面4線
,62,JR東日本,王子,京浜東北線,1,,可動式ホーム柵,1面2線
,62,,,京浜東北線,2,,可動式ホーム柵,1面2線
,63,JR東日本,与野,京浜東北線,1,,可動式ホーム柵,島式2面4線
,63,,,京浜東北線,2,,可動式ホーム柵,島式2面4線
,64,JR東日本,南浦和,京浜東北線,1,,可動式ホーム柵,2面4線
,64,,,京浜東北線,4,,可動式ホーム柵,2面4線
,65,JR東日本,川口,京浜東北線,1,,可動式ホーム柵,島式1面2線
,65,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,66,JR東日本,西川口,京浜東北線,1,,可動式ホーム柵,島式1面2線
,66,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,67,JR東日本,大森,京浜東北線,1,,可動式ホーム柵,島式1面2線
,67,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,68,JR東日本,川崎,京浜東北線,3,,可動式ホーム柵,島式1面2線
,68,,,京浜東北線,4,,可動式ホーム柵,島式1面2線
,69,JR東日本,横浜,京浜東北線,3,,可動式ホーム柵,島式1面2線
,69,,,京浜東北線,4,,可動式ホーム柵,島式1面2線
,70,JR東日本,蒲田,京浜東北線,1,,可動式ホーム柵,島式2面3線
,70,,,京浜東北線,4,,可動式ホーム柵,島式2面3線
,71,JR東日本,北浦和,京浜東北線,1,,可動式ホーム柵,島式1面2線
,71,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,72,JR東日本,蕨,京浜東北線,1,,可動式ホーム柵,島式1面2線
,72,,,京浜東北線,2,,可動式ホーム柵,島式1面2線
,73,JR東日本,亀戸,総武線,1,,可動式ホーム柵,島式1面2線
,73,,,総武線,2,,可動式ホーム柵,島式1面2線
,74,JR東日本,新小岩,総武快速線,3,,可動式ホーム柵,1面2線
,74,,,総武快速線,4,,可動式ホーム柵,1面2線
,75,JR東日本,小岩,総武線,1,,可動式ホーム柵,島式1面2線
,75,,,総武線,2,,可動式ホーム柵,島式1面2線
,76,JR東日本,町田,横浜線,1,,可動式ホーム柵,島式2面4線
,76,,,横浜線,4,,可動式ホーム柵,島式2面4線
,77,JR東日本,拝島,八高線,5,,昇降式ホーム柵,島式1面2線
,78,JR東日本,空港第２ビル,成田線,1,,昇降式ホーム柵,相対式１面１線
,79,JR東日本,成田空港,成田線,1,,昇降式ホーム柵,島式１面２線
,79,,,成田線,2,,昇降式ホーム柵,島式１面２線
,80,JR東海,東京,東海道新幹線,14,,可動式ホーム柵,島式3面6線
,80,,,東海道新幹線,15,,可動式ホーム柵,島式3面6線
,80,,,東海道新幹線,16,,可動式ホーム柵,島式3面6線
,80,,,東海道新幹線,17,,可動式ホーム柵,島式3面6線
,80,,,東海道新幹線,18,,可動式ホーム柵,島式3面6線
,80,,,東海道新幹線,19,,可動式ホーム柵,島式3面6線
,81,JR東海,品川,東海道新幹線,21,,可動式ホーム柵,島式2面4線
,81,,,東海道新幹線,23,,可動式ホーム柵,島式2面4線
,81,,,東海道新幹線,24,,可動式ホーム柵,島式2面4線
,82,JR東海,新横浜,東海道新幹線,1,,可動式ホーム柵,島式2面4線
,82,,,東海道新幹線,2,,可動式ホーム柵,島式2面4線
,82,,,東海道新幹線,3,,可動式ホーム柵,島式2面4線
,82,,,東海道新幹線,4,,可動式ホーム柵,島式2面4線
,83,JR東海,熱海,東海道新幹線,6,,可動式ホーム柵,相対式2面2線
,83,,,東海道新幹線,7,,可動式ホーム柵,相対式2面2線
,84,JR東海,名古屋,東海道新幹線,14,,可動式ホーム柵,島式2面4線
,84,,,東海道新幹線,15,,可動式ホーム柵,島式2面4線
,84,,,東海道新幹線,16,,可動式ホーム柵,島式2面4線
,84,,,東海道新幹線,17,,可動式ホーム柵,島式2面4線
,85,JR東海,金山,東海道本線,3,,可動式ホーム柵,島式2面4線
,86,JR東海,京都,東海道新幹線,11,,可動式ホーム柵,島式2面4線
,86,,,東海道新幹線,12,,可動式ホーム柵,島式2面4線
,86,,,東海道新幹線,13,,可動式ホーム柵,島式2面4線
,86,,,東海道新幹線,14,,可動式ホーム柵,島式2面4線
,87,JR東海,新大阪,東海道新幹線,23,,可動式ホーム柵,単式2面2線・島式3面6線
,87,,,東海道新幹線,24,,可動式ホーム柵,単式2面2線・島式3面6線
,87,,,東海道新幹線,25,,可動式ホーム柵,単式2面2線・島式3面6線
,87,,,東海道新幹線,26,,可動式ホーム柵,単式2面2線・島式3面6線
,87,,,東海道新幹線,27,,可動式ホーム柵,単式2面2線・島式3面6線
,88,JR西日本,糸魚川,北陸新幹線,11,,可動式ホーム柵,相対式2面2線
,88,,,北陸新幹線,12,,可動式ホーム柵,相対式2面2線
,89,JR西日本,黒部宇奈月温泉,北陸新幹線,1,,可動式ホーム柵,相対式2面2線
,89,,,北陸新幹線,2,,可動式ホーム柵,相対式2面2線
,90,JR西日本,富山,北陸新幹線,11,,可動式ホーム柵,島式2面4線
,90,,,北陸新幹線,12,,可動式ホーム柵,島式2面4線
,90,,,北陸新幹線,13,,可動式ホーム柵,島式2面4線
,90,,,北陸新幹線,14,,可動式ホーム柵,島式2面4線
,91,JR西日本,新高岡,北陸新幹線,1,,可動式ホーム柵,相対式2面2線
,91,,,北陸新幹線,2,,可動式ホーム柵,相対式2面2線
,92,JR西日本,金沢,北陸新幹線,11,,可動式ホーム柵,島式2面4線
,92,,,北陸新幹線,12,,可動式ホーム柵,島式2面4線
,92,,,北陸新幹線,13,,可動式ホーム柵,島式2面4線
,92,,,北陸新幹線,14,,可動式ホーム柵,島式2面4線
,93,JR西日本,新神戸,山陽新幹線,1,,可動式ホーム柵,相対式2面2線
,93,,,山陽新幹線,2,,可動式ホーム柵,相対式2面2線
,94,JR西日本,岡山,山陽新幹線,22,,可動式ホーム柵,島式2面4線
,94,,,山陽新幹線,23,,可動式ホーム柵,島式2面4線
,95,JR西日本,北新地,JR東西線,1,,可動式ホーム柵,島式1面2線
,95,,,JR東西線,2,,可動式ホーム柵,島式1面2線
,96,JR西日本,大阪天満宮,JR東西線,1,,可動式ホーム柵,島式1面2線
,96,,,JR東西線,2,,可動式ホーム柵,島式1面2線
,97,JR西日本,京橋,JR東西線,1,,可動式ホーム柵,相対式4面4線
,97,,,学研都市線,2,,可動式ホーム柵,相対式4面4線
,97,,,JRゆめ咲線直通・関西空港線・阪和線・大阪環状線,3,,可動式ホーム柵,相対式4面4線
,97,,,大阪環状線,4,,可動式ホーム柵,相対式4面4線
,98,JR西日本,六甲道,東海道本線,3,,昇降式ホーム柵,島式2面4線
,99,JR西日本,高槻,東海道本線,1,,昇降式ホーム柵,島式2面4線、相対式2面2線
,99,,,東海道本線,2,,可動式ホーム柵,島式2面4線、相対式2面2線
,99,,,東海道本線,3,,可動式ホーム柵,島式2面4線、相対式2面2線
,99,,,東海道本線,4,,可動式ホーム柵,島式2面4線、相対式2面2線
,99,,,東海道本線,5,,可動式ホーム柵,島式2面4線、相対式2面2線
,99,,,東海道本線,6,,昇降式ホーム柵,島式2面4線、相対式2面2線
,100,JR西日本,大阪,東海道本線,1,,可動式ホーム柵,島式5面10線、相対式1面1線
,100,,,東海道本線,2,,可動式ホーム柵,島式5面10線、相対式1面1線
,100,,,東海道本線,5,,昇降式ホーム柵,島式5面10線、相対式1面1線
,100,,,東海道本線,6,,可動式ホーム柵,島式5面10線、相対式1面1線
,100,,,東海道本線,7,,可動式ホーム柵,島式5面10線、相対式1面1線
,100,,,東海道本線,8,,昇降式ホーム柵,島式5面10線、相対式1面1線
,101,JR西日本,ＪＲ総持寺,東海道本線,1,,可動式ホーム柵,島式2面2線
,101,,,東海道本線,2,,可動式ホーム柵,島式2面2線
,102,JR西日本,神戸,神戸線,2,,昇降式ホーム柵,島式2面4線
,102,,,神戸線,5,,昇降式ホーム柵,島式2面4線
,103,JR西日本,鶴橋,大阪環状線,1,,可動式ホーム柵,相対式2面2線
,103,,,大阪環状線,2,,可動式ホーム柵,相対式2面2線
,104,JR西日本,三ノ宮,東海道本線,2,,昇降式ホーム柵,島式2面4線
,104,,,東海道本線,3,,昇降式ホーム柵,島式2面4線
,105,JR西日本,明石,山陽本線,3,,昇降式ホーム柵,島式2面4線
,105,,,山陽本線,4,,昇降式ホーム柵,島式2面4線
,106,JR西日本,梅小路京都西,山陰本線,1,,可動式ホーム柵,相対式2面2線
,106,,,山陰本線,2,,可動式ホーム柵,相対式2面2線
,107,JR西日本,広島,山陽新幹線,11,,昇降式ホーム柵,島式2面4線
,108,JR九州,新鳥栖,九州新幹線,11,,可動式ホーム柵,島式2面4線
,108,,,九州新幹線,12,,可動式ホーム柵,島式2面4線
,108,,,九州新幹線,13,,可動式ホーム柵,島式2面4線
,108,,,九州新幹線,14,,可動式ホーム柵,島式2面4線
,109,JR九州,久留米,九州新幹線,11,,可動式ホーム柵,相対式2面2線
,109,,,九州新幹線,12,,可動式ホーム柵,相対式2面2線
,110,JR九州,筑後船小屋,九州新幹線,11,,可動式ホーム柵,単式1面1線・島式1面2線
,110,,,九州新幹線,12,,可動式ホーム柵,単式1面1線・島式1面2線
,110,,,九州新幹線,13,,可動式ホーム柵,単式1面1線・島式1面2線
,111,JR九州,新大牟田,九州新幹線,11,,可動式ホーム柵,相対式2面2線
,111,,,九州新幹線,12,,可動式ホーム柵,相対式2面2線
,112,JR九州,新玉名,九州新幹線,11,,可動式ホーム柵,相対式2面2線
,112,,,九州新幹線,12,,可動式ホーム柵,相対式2面2線
,113,JR九州,熊本,九州新幹線,11,,可動式ホーム柵,島式2面4線
,113,,,九州新幹線,12,,可動式ホーム柵,島式2面4線
,113,,,九州新幹線,13,,可動式ホーム柵,島式2面4線
,113,,,九州新幹線,14,,可動式ホーム柵,島式2面4線
,114,JR九州,新八代,九州新幹線,11,,可動式ホーム柵,相対式2面2線
,114,,,九州新幹線,12,,可動式ホーム柵,相対式2面2線
,115,JR九州,新水俣,九州新幹線,11,,可動式ホーム柵,島式1面2線・単式1面1線
,115,,,九州新幹線,12,,可動式ホーム柵,島式1面2線・単式1面1線
,115,,,九州新幹線,13,,可動式ホーム柵,島式1面2線・単式1面1線
,116,JR九州,出水,九州新幹線,11,,可動式ホーム柵,相対式2面2線
,116,,,九州新幹線,12,,可動式ホーム柵,相対式2面2線
,117,JR九州,川内,九州新幹線,11,,可動式ホーム柵,相対式2面2線
,117,,,九州新幹線,12,,可動式ホーム柵,相対式2面2線
,118,JR九州,鹿児島中央,九州新幹線,11,,可動式ホーム柵,島式2面4線
,118,,,九州新幹線,12,,可動式ホーム柵,島式2面4線
,118,,,九州新幹線,13,,可動式ホーム柵,島式2面4線
,118,,,九州新幹線,14,,可動式ホーム柵,島式2面4線
,119,JR九州,九大学研都市,筑肥線,1,,可動式ホーム柵,島式１面２線
,119,,,筑肥線,2,,可動式ホーム柵,島式１面２線
,120,JR九州,下山門,筑肥線,1,,可動式ホーム柵,島式1面2線
,120,,,筑肥線,2,,可動式ホーム柵,島式1面2線
,121,JR九州,今宿,筑肥線,1,,可動式ホーム柵,島式1面2線
,121,,,筑肥線,2,,可動式ホーム柵,島式1面2線
,122,JR九州,周船寺,筑肥線,1,,可動式ホーム柵,島式1面2線
,122,,,筑肥線,2,,可動式ホーム柵,島式1面2線
,123,JR九州,波多江,筑肥線,1,,可動式ホーム柵,島式1面2線
,123,,,筑肥線,2,,可動式ホーム柵,島式1面2線
,124,JR九州,糸島高校前,筑肥線,1,,可動式ホーム柵,相対式2面2線
,124,,,筑肥線,2,,可動式ホーム柵,相対式2面2線
,125,JR九州,筑前前原,筑肥線,1,,可動式ホーム柵,島式2面4線
,125,,,筑肥線,2,,可動式ホーム柵,島式2面4線
,125,,,筑肥線,3,,可動式ホーム柵,島式2面4線
,125,,,筑肥線,4,,可動式ホーム柵,島式2面4線
,126,東武鉄道,池袋,東上線,1,,可動式ホーム柵,頭端式3面3線
,126,,,東上線,2,,可動式ホーム柵,頭端式3面3線
,126,,,東上線,3,,可動式ホーム柵,頭端式3面3線
,126,,,東上線,4,,可動式ホーム柵,頭端式3面3線
,127,東武鉄道,北千住,伊勢崎線,5,,可動式ホーム柵,島式4面8戦
,127,,,日比谷線,6,,可動式ホーム柵,島式4面8戦
,127,,,日比谷線,7,,可動式ホーム柵,島式4面8戦
,128,東武鉄道,新越谷,伊勢崎線,1,,可動式ホーム柵,島式2面4線
,128,,,伊勢崎線,2,,可動式ホーム柵,島式2面4線
,128,,,伊勢崎線,3,,可動式ホーム柵,島式2面4線
,128,,,伊勢崎線,4,,可動式ホーム柵,島式2面4線
,129,東武鉄道,北越谷,伊勢崎線,1,,可動式ホーム柵,島式2面4線
,129,,,伊勢崎線,2,,可動式ホーム柵,島式2面4線
,129,,,伊勢崎線,3,,可動式ホーム柵,島式2面4線
,129,,,伊勢崎線,4,,可動式ホーム柵,島式2面4線
,130,東武鉄道,和光市,東上線,1,,可動式ホーム柵,島式2面4線
,130,,,東上線,2,,可動式ホーム柵,島式2面4線
,130,,,東上線,3,,可動式ホーム柵,島式2面4線
,130,,,東上線,4,,可動式ホーム柵,島式2面4線
,131,東武鉄道,朝霞,東上線,1,,可動式ホーム柵,島式2面4線
,131,,,東上線,2,,可動式ホーム柵,島式2面4線
,131,,,東上線,3,,可動式ホーム柵,島式2面4線
,131,,,東上線,4,,可動式ホーム柵,島式2面4線
,132,東武鉄道,志木,東上線,1,,可動式ホーム柵,島式2面4線
,132,,,東上線,2,,可動式ホーム柵,島式2面4線
,132,,,東上線,3,,可動式ホーム柵,島式2面4線
,132,,,東上線,4,,可動式ホーム柵,島式2面4線
,133,東武鉄道,川越,東上線,1,,可動式ホーム柵,相対式2面2線
,133,,,東上線,2,,可動式ホーム柵,相対式2面2線
,134,東武鉄道,船橋,野田線,1,,可動式ホーム柵,島式1面2線
,134,,,野田線,2,,可動式ホーム柵,島式1面2線
,135,東武鉄道,柏,野田線,1,,可動式ホーム柵,頭端式2面4線
,135,,,野田線,2,,可動式ホーム柵,頭端式2面4線
,135,,,野田線,3,,可動式ホーム柵,頭端式2面4線
,135,,,野田線,4,,可動式ホーム柵,頭端式2面4線
,136,西武鉄道,池袋,池袋線,2,,可動式ホーム柵,くし形4面7線
,136,,,池袋線,3,,可動式ホーム柵,くし形4面7線
,136,,,池袋線,4,,可動式ホーム柵,くし形4面7線
,136,,,池袋線,5,,可動式ホーム柵,くし形4面7線
,136,,,池袋線,6,,可動式ホーム柵,くし形4面7線
,137,西武鉄道,練馬,池袋線,1,,可動式ホーム柵,島式2面4線
,137,,,池袋線・豊島線,2,,可動式ホーム柵,島式2面4線
,137,,,池袋線,3,,可動式ホーム柵,島式2面4線
,137,,,西武有楽町線,4,,可動式ホーム柵,島式2面4線
,138,西武鉄道,西武新宿,新宿線,1,,可動式ホーム柵,くし形2面3線
,138,,,新宿線,2,,可動式ホーム柵,くし形2面3線
,138,,,新宿線,3,,可動式ホーム柵,くし形2面3線
,139,西武鉄道,高田馬場,新宿線,3,,可動式ホーム柵,相対式1面1線・島式1面2線
,139,,,新宿線,4,,可動式ホーム柵,相対式1面1線・島式1面2線
,139,,,新宿線,5,,可動式ホーム柵,相対式1面1線・島式1面2線
,140,西武鉄道,所沢,新宿線,1,,可動式ホーム柵,相対式1面1線・島式2面4線
,140,,,新宿線,2,,可動式ホーム柵,相対式1面1線・島式2面4線
,140,,,池袋線,3,,可動式ホーム柵,相対式1面1線・島式2面4線
,140,,,池袋線,4,,可動式ホーム柵,相対式1面1線・島式2面4線
,140,,,池袋線,5,,可動式ホーム柵,相対式1面1線・島式2面4線
,141,西武鉄道,国分寺,国分寺線,5,,可動式ホーム柵,単式2面2線
,141,,,多摩湖線,7,,可動式ホーム柵,単式2面2線
,142,京成電鉄,日暮里,本線,0,,可動式ホーム柵,３面２線（下り線：2面1線）（上り線：1面1線）
,142,,,本線,1,,可動式ホーム柵,３面２線（下り線：2面1線）（上り線：1面1線）
,142,,,本線,2,,可動式ホーム柵,３面２線（下り線：2面1線）（上り線：1面1線）
,143,京成電鉄,空港第２ビル,成田スカイアクセス線,1,,可動式ホーム柵,相対式２面４線
,143,,,成田スカイアクセス線,2,,可動式ホーム柵,相対式２面４線
,143,,,本線,3,,可動式ホーム柵,相対式２面４線
,143,,,本線,4,,可動式ホーム柵,相対式２面４線
,144,京成電鉄,成田空港,成田スカイアクセス線,1,,可動式ホーム柵,2面3線
,144,,,本線,2,,可動式ホーム柵,2面3線
,144,,,本線,3,,可動式ホーム柵,2面3線
,144,,,成田スカイアクセス線,4,,可動式ホーム柵,2面3線
,144,,,成田スカイアクセス線,5,,可動式ホーム柵,2面3線
,145,京王電鉄,国領,京王線,1,,可動式ホーム柵,島式1面2線
,145,,,京王線,2,,可動式ホーム柵,島式1面2線
,146,京王電鉄,布田,京王線,1,,ホームドア,島式1面2線
,146,,,京王線,2,,ホームドア,島式1面2線
,147,京王電鉄,調布,京王線,1,,可動式ホーム柵,島式二層2面4線
