,駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,Unnamed: 10,当該路線の設置状況,path
854,3.0,愛知高速交通,リニモ東部丘陵線,杁ヶ池公園,愛知県長久手市,島式1面2線,1・2番線,ホームドア,2005/03/01 00:00,,,,/home/zaiying/A-Pastani/data/愛知高速鉄道/愛知高速交通東部丘陵線_addRailname.geojson
855,4.0,愛知高速交通,リニモ東部丘陵線,長久手古戦場,愛知県長久手市,島式1面2線,1・2番線,ホームドア,2005/03/01 00:00,,,,/home/zaiying/A-Pastani/data/愛知高速鉄道/愛知高速交通東部丘陵線_addRailname.geojson
856,5.0,愛知高速交通,リニモ東部丘陵線,芸大通,愛知県長久手市,島式1面2線,1・2番線,ホームドア,2005/03/01 00:00,,,,/home/zaiying/A-Pastani/data/愛知高速鉄道/愛知高速交通東部丘陵線_addRailname.geojson
857,6.0,愛知高速交通,リニモ東部丘陵線,公園西,愛知県長久手市,島式1面2線,1・2番線,ホームドア,2005/03/01 00:00,,,,/home/zaiying/A-Pastani/data/愛知高速鉄道/愛知高速交通東部丘陵線_addRailname.geojson
858,7.0,愛知高速交通,リニモ東部丘陵線,愛・地球博記念公園,愛知県長久手市,島式2面3線,1・2・3・4番線,ホームドア,2005/03/01 00:00,,,,/home/zaiying/A-Pastani/data/愛知高速鉄道/愛知高速交通東部丘陵線_addRailname.geojson
859,8.0,愛知高速交通,リニモ東部丘陵線,陶磁資料館南,愛知県豊田市,島式1面2線,1・2番線,ホームドア,2005/03/01 00:00,,,,/home/zaiying/A-Pastani/data/愛知高速鉄道/愛知高速交通東部丘陵線_addRailname.geojson
860,9.0,愛知高速交通,リニモ東部丘陵線,八草,愛知県豊田市,島式1面2線,1・2番線,ホームドア,2005/03/01 00:00,,1番線は降車ホーム・2番線は乗車ホーム,,/home/zaiying/A-Pastani/data/愛知高速鉄道/愛知高速交通東部丘陵線_addRailname.geojson
861,1.0,Osaka Metro,南港ポートタウン線,コスモスクエア,大阪府大阪市住之江区,島式1面2線,3・4番線,ホームドア,1997/12/01 00:00,,中央線ホーム（1・2番線）は未設置,◎全駅,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
862,2.0,Osaka Metro,南港ポートタウン線,トレードセンター前,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,1997/12/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
863,3.0,Osaka Metro,南港ポートタウン線,中ふ頭,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,1981/03/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
864,4.0,Osaka Metro,南港ポートタウン線,ポートタウン西,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,1981/03/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
865,5.0,Osaka Metro,南港ポートタウン線,ポートタウン東,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,1981/03/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
866,6.0,Osaka Metro,南港ポートタウン線,フェリーターミナル,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,1981/03/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
867,7.0,Osaka Metro,南港ポートタウン線,南港東,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,1981/03/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
868,8.0,Osaka Metro,南港ポートタウン線,南港口,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,1981/03/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
869,9.0,Osaka Metro,南港ポートタウン線,平林,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,1981/03/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
870,10.0,Osaka Metro,南港ポートタウン線,住之江公園,大阪府大阪市住之江区,島式1面2線,1・2番線,ホームドア,1981/03/01 00:00,,四つ橋線ホーム（1・2番線）は未設置,,/home/zaiying/A-Pastani/data/大阪市高速電気軌道/大阪市高速電気軌道南港ポートタウン線_addRailname.geojson
871,1.0,大阪モノレール,大阪モノレール線,大阪空港,大阪府豊中市蛍池西町,島式１面2線,1・2番線,可動式ホーム柵,2020/02/01 00:00,,,△一部の駅,/home/zaiying/A-Pastani/data/大阪モノレール/大阪モノレール大阪モノレール線_addRailname.geojson
872,2.0,大阪モノレール,大阪モノレール線,蛍池,大阪府豊中市蛍池中町,島式１面2線,1・2番線,可動式ホーム柵,2019/12/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪モノレール/大阪モノレール大阪モノレール線_addRailname.geojson
873,3.0,大阪モノレール,大阪モノレール,千里中央,大阪府豊中市,島式1面2線,1・2番線,可動式ホーム柵,2019/03/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪モノレール/大阪モノレール大阪モノレール線_addRailname.geojson
874,4.0,大阪モノレール,大阪モノレール線,山田,大阪府吹田市山田西,島式１面2線,1・2番線,可動式ホーム柵,2020/02/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪モノレール/大阪モノレール大阪モノレール線_addRailname.geojson
875,5.0,大阪モノレール,大阪モノレール線,万博記念公園,大阪府吹田市千里万博公園内,島式2面3線,1・2・3番線,可動式ホーム柵,2020/01/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪モノレール/大阪モノレール大阪モノレール線_addRailname.geojson
876,6.0,大阪モノレール,大阪モノレール線,南茨木,大阪府茨木市天王,島式１面2線,1・2番線,可動式ホーム柵,2019/09/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪モノレール/大阪モノレール大阪モノレール線_addRailname.geojson
877,7.0,大阪モノレール,大阪モノレール線,門真市,大阪府門真市新橋町,島式１面2線,1・2番線,可動式ホーム柵,2019/09/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪モノレール/大阪モノレール大阪モノレール線_addRailname.geojson
878,8.0,大阪モノレール,国際文化公園都市モノレール線,彩都西,大阪府茨木市彩都あさぎ,島式１面2線,1・2番線,可動式ホーム柵,2019/11/01 00:00,,,,/home/zaiying/A-Pastani/data/大阪モノレール/大阪モノレール国際文化公園都市モノレール線_addRailname.geojson
879,1.0,神戸新交通,ポートアイランド線,三宮,兵庫県兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,1981/02/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
880,2.0,神戸新交通,ポートアイランド線,貿易センター,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,1981/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
881,3.0,神戸新交通,ポートアイランド線,ポートターミナル,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,1981/02/01 00:00,,1番線はH18.2に設置,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
882,4.0,神戸新交通,ポートアイランド線,中公園,兵庫県神戸市中央区,相対式2面2線・単式1面1線,1・2・3番線,ホームドア,1981/02/01 00:00,,1番線はH18.2に設置,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
883,5.0,神戸新交通,ポートアイランド線,みなとじま,兵庫県神戸市中央区,相対式2面2線,1・2番線,ホームドア,1981/02/01 00:00,,1番線はH18.2に設置,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
884,6.0,神戸新交通,ポートアイランド線,市民広場,兵庫県神戸市中央区,相対式2面2線,1・2番線,ホームドア,1981/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
885,7.0,神戸新交通,ポートアイランド線,南公園,兵庫県神戸市中央区,単式1面1線,－,ホームドア,1981/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
886,8.0,神戸新交通,ポートアイランド線,中埠頭,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,1981/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
887,9.0,神戸新交通,ポートアイランド線,北埠頭,兵庫県神戸市中央区,単式1面1線,－,ホームドア,1981/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
888,10.0,神戸新交通,ポートアイランド線,医療センター,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,2006/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
889,11.0,神戸新交通,ポートアイランド線,京コンピューター前,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,2006/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
890,12.0,神戸新交通,ポートアイランド線,神戸空港,兵庫県神戸市中央区,島式1面2線,1・2番線,ホームドア,2006/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通ポートアイランド線_addRailname.geojson
891,13.0,神戸新交通,六甲アイランド線,住吉,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,1990/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通六甲アイランド線_addRailname.geojson
892,14.0,神戸新交通,六甲アイランド線,魚崎,兵庫県神戸市東灘区,相対式2面2線,1・2番線,ホームドア,1990/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通六甲アイランド線_addRailname.geojson
893,15.0,神戸新交通,六甲アイランド線,南魚崎,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,1990/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通六甲アイランド線_addRailname.geojson
894,16.0,神戸新交通,六甲アイランド線,アイランド北口,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,1990/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通六甲アイランド線_addRailname.geojson
895,17.0,神戸新交通,六甲アイランド線,アイランドセンター,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,1990/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通六甲アイランド線_addRailname.geojson
896,18.0,神戸新交通,六甲アイランド線,マリンパーク,兵庫県神戸市東灘区,島式1面2線,1・2番線,ホームドア,1990/02/01 00:00,,,,/home/zaiying/A-Pastani/data/神戸新交通/神戸新交通六甲アイランド線_addRailname.geojson
897,1.0,スカイレールサービス,広島短距離交通瀬野線,みどり口,広島県広島市安芸区,相対式2面2線,乗車ホーム・降車ホーム,ホームドア,1998/08/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/スカイレールサービス/スカイレールサービス広島短距離交通瀬野線_addRailname.geojson
898,2.0,スカイレールサービス,広島短距離交通瀬野線,みどり中街,広島県広島市安芸区,相対式2面2線,上り線・下り線,ホームドア,1998/08/01 00:00,,,,/home/zaiying/A-Pastani/data/スカイレールサービス/スカイレールサービス広島短距離交通瀬野線_addRailname.geojson
899,3.0,スカイレールサービス,広島短距離交通瀬野線,みどり中央,広島県広島市安芸区,相対式2面2線,乗車ホーム・降車ホーム,ホームドア,1998/08/01 00:00,,,,/home/zaiying/A-Pastani/data/スカイレールサービス/スカイレールサービス広島短距離交通瀬野線_addRailname.geojson
900,1.0,広島高速交通,広島新交通1号線（アストラムライン）,本通,広島県広島市中区,島式1面2線,1・2番線,ホームドア,1994/08/01 00:00,,,◎全駅,/home/zaiying/A-Pastani/data/広島高速鉄道/広島高速交通広島新交通1号線_addRailname.geojson
901,2.0,広島高速交通,広島新交通1号線（アストラムライン）,県庁前,広島県広島市中区,島式1面2線,1・2番線,ホームドア,1994/08/01 00:00,,,,/home/zaiying/A-Pastani/data/広島高速鉄道/広島高速交通広島新交通1号線_addRailname.geojson
902,3.0,広島高速交通,広島新交通1号線（アストラムライン）,城北,広島県広島市中区,島式1面2線,1・2番線,ホームドア,1994/08/01 00:00,,,,/home/zaiying/A-Pastani/data/広島高速鉄道/広島高速交通広島新交通1号線_addRailname.geojson
903,4.0,広島高速交通,広島新交通1号線（アストラムライン）,白島,広島県広島市中区,島式1面2線,1・2番線,ホームドア,1994/08/01 00:00,,,,/home/zaiying/A-Pastani/data/広島高速鉄道/広島高速交通広島新交通1号線_addRailname.geojson
904,5.0,広島高速交通,広島新交通1号線（アストラムライン）,牛田,広島県広島市東区,島式1面2線,1・2番線,ホームドア,1994/08/01 00:00,,,,/home/zaiying/A-Pastani/data/広島高速鉄道/広島高速交通広島新交通1号線_addRailname.geojson
905,6.0,広島高速交通,広島新交通1号線（アストラムライン）,不動院前,広島県広島市東区,島式1面2線,1・2番線,ホームドア,1994/08/01 00:00,,,,/home/zaiying/A-Pastani/data/広島高速鉄道/広島高速交通広島新交通1号線_addRailname.geojson
906,7.0,広島高速交通,広島新交通1号線（アストラムライン）,祇園新橋北,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,1994/08/01 00:00,,,,/home/zaiying/A-Pastani/data/広島高速鉄道/広島高速交通広島新交通1号線_addRailname.geojson
907,8.0,広島高速交通,広島新交通1号線（アストラムライン）,西原,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,1994/08/01 00:00,,,,/home/zaiying/A-Pastani/data/広島高速鉄道/広島高速交通広島新交通1号線_addRailname.geojson
908,9.0,広島高速交通,広島新交通1号線（アストラムライン）,中筋,広島県広島市安佐南区,島式1面2線,1・2番線,ホームドア,1994/08/01 00:00,,,,/home/zaiying/A-Pastani/data/広島高速鉄道/広島高速交通広島新交通1号線_addRailname.geojson
