,路線名,駅名,人身事故回数,index
3567,東京地下鉄日比谷線,小伝馬町駅,1,[5149]
3568,名古屋鉄道名鉄尾西線,二子駅,2,"[5150, 14237]"
3569,名古屋鉄道名鉄尾西線,苅安賀駅,1,[5150]
3570,長野電鉄長野線,都住駅,3,"[5159, 10704, 12122]"
3571,京成電鉄京成本線,京成西船駅,2,"[5165, 11751]"
3572,東日本旅客鉄道奥羽本線,碇ヶ関駅,1,[5168]
3573,東日本旅客鉄道奥羽本線,津軽湯の沢駅,1,[5168]
3574,東日本旅客鉄道信越本線,さつき野駅,8,"[5170, 6522, 6548, 8026, 12296, 13478, 13905, 14709]"
3575,西日本旅客鉄道福塩線,福山駅,2,"[5174, 13723]"
3576,熊本電気鉄道菊池線,堀川駅,6,"[5181, 5590, 6361, 7902, 11752, 14143]"
3577,近畿日本鉄道近鉄道明寺線,柏原南口駅,1,[5182]
3578,和歌山電鐵貴志川線,交通センター前駅,1,[5184]
3579,和歌山電鐵貴志川線,岡崎前駅,1,[5184]
3580,西日本旅客鉄道山陰本線,太秦駅,4,"[5188, 6806, 9360, 10308]"
3581,埼玉新都市交通伊奈線,加茂宮駅,1,[5198]
3582,埼玉新都市交通伊奈線,東宮原駅,1,[5198]
3583,首都圏新都市鉄道つくばエクスプレス,みらい平駅,1,[5200]
3584,阿武隈急行阿武隈急行線,横倉駅,2,"[5201, 6923]"
3585,阿武隈急行阿武隈急行線,岡駅,2,"[5201, 6923]"
3586,アルピコ交通上高地線,下島駅,1,[5202]
3587,アルピコ交通上高地線,波田駅,1,[5202]
3588,京成電鉄京成押上線,押上駅,3,"[5209, 5674, 12207]"
3589,土佐くろしお鉄道中村線,荷稲駅,1,[5210]
3590,阪神電気鉄道阪神本線,芦屋駅,3,"[5215, 12075, 12569]"
3591,四国旅客鉄道高徳線,八栗口駅,3,"[5217, 7228, 7300]"
3592,東日本旅客鉄道仙山線,作並駅,1,[5222]
3593,東日本旅客鉄道京葉線,南船橋駅,2,"[5226, 11643]"
3594,神戸電鉄有馬線,鵯越駅,3,"[5227, 5297, 7868]"
3595,北海道旅客鉄道釧網本線,桂台駅,1,[5236]
3596,北海道旅客鉄道釧網本線,鱒浦駅,1,[5236]
3597,東日本旅客鉄道山手線,東京駅,7,"[5241, 7394, 10555, 11443, 12272, 13514, 14819]"
3598,東日本旅客鉄道東北本線,杉田駅,1,[5244]
3599,東海旅客鉄道飯田線,豊川駅,4,"[5245, 9809, 13679, 14012]"
3600,東海旅客鉄道飯田線,三河一宮駅,4,"[5245, 11221, 13679, 14012]"
3601,山陽電気鉄道本線,月見山駅,4,"[5249, 11408, 12834, 13715]"
3602,九州旅客鉄道鹿児島本線,福工大前駅,8,"[5256, 6003, 6577, 7331, 9528, 12826, 13760, 14793]"
3603,京阪電気鉄道京阪本線,西三荘駅,2,"[5259, 11933]"
3604,山陽電気鉄道本線,西二見駅,3,"[5272, 8332, 8617]"
3605,西日本旅客鉄道山陽線,金光駅,3,"[5274, 7373, 12684]"
3606,富山地方鉄道富山港線,奥田中学校前駅,4,"[5275, 10603, 12006, 14043]"
3607,富山地方鉄道富山港線,インテック本社前駅,1,[5275]
3608,東日本旅客鉄道磐越西線,喜久田駅,5,"[5280, 8410, 9546, 12517, 13794]"
3609,東日本旅客鉄道磐越西線,安子ヶ島駅,3,"[5280, 9546, 13794]"
3610,北海道旅客鉄道札沼線,篠路駅,2,"[5283, 13874]"
3611,東日本旅客鉄道水戸線,川島駅,1,[5286]
3612,名古屋鉄道名鉄尾西線,奥町駅,2,"[5287, 12022]"
3613,名古屋鉄道名鉄尾西線,玉ノ井駅,1,[5287]
3614,東急電鉄東急田園都市線,青葉台駅,3,"[5288, 5647, 8464]"
3615,京阪電気鉄道京阪石山坂本線,京阪膳所駅,1,[5289]
3616,京阪電気鉄道京阪石山坂本線,石場駅,1,[5289]
3617,北海道旅客鉄道函館本線,長万部駅,1,[5296]
3618,北海道旅客鉄道函館本線,中ノ沢駅,1,[5296]
3619,東武鉄道東武日光線,幸手駅,10,"[5304, 5439, 5866, 5933, 8176, 8388, 9791, 10023, 10770, 11945]"
3620,近畿日本鉄道近鉄南大阪線,古市駅,2,"[5307, 13189]"
3621,南海電気鉄道南海本線,住吉大社駅,1,[5309]
3622,東急電鉄東急目黒線,大岡山駅,3,"[5313, 5843, 11936]"
3623,東急電鉄東急目黒線,奥沢駅,3,"[5313, 5843, 11936]"
3624,近畿日本鉄道近鉄大阪線,西青山駅,1,[5319]
3625,近畿日本鉄道近鉄橿原線,ファミリー公園前駅,4,"[5325, 6164, 8154, 13105]"
3626,近畿日本鉄道近鉄湯の山線,伊勢川島駅,3,"[5326, 6766, 9633]"
3627,長野電鉄長野線,中野松川駅,1,[5330]
3628,東日本旅客鉄道内房線,木更津駅,8,"[5331, 6168, 7383, 10187, 12462, 13130, 13532, 13984]"
3629,西日本旅客鉄道山陰本線,益田駅,4,"[5334, 6315, 7809, 9037]"
3630,西日本旅客鉄道山陰本線,本俣賀駅,1,[5334]
3631,東日本旅客鉄道石巻線,佳景山駅,1,[5335]
3632,東日本旅客鉄道石巻線,前谷地駅,1,[5335]
3633,阪神電気鉄道阪神なんば線,福駅,2,"[5338, 11428]"
3634,高松琴平電気鉄道長尾線,花園駅,5,"[5339, 6142, 12468, 13039, 13315]"
3635,高松琴平電気鉄道長尾線,瓦町駅,2,"[5339, 13315]"
3636,名古屋市交通局鶴舞線,浄心駅,1,[5342]
3637,西日本旅客鉄道呉線,水尻駅,4,"[5349, 5782, 7702, 8541]"
3638,東日本旅客鉄道磐越西線,五泉駅,4,"[5358, 6797, 8009, 8457]"
3639,東日本旅客鉄道磐越西線,北五泉駅,2,"[5358, 8457]"
3640,九州旅客鉄道豊肥本線,三重町駅,1,[5360]
3641,東武鉄道東武越生線,川角駅,4,"[5366, 10316, 11185, 13120]"
3642,秩父鉄道秩父本線,羽生駅,1,[5374]
3643,東日本旅客鉄道奥羽本線,大張野駅,1,[5377]
3644,北海道旅客鉄道函館本線,新函館北斗駅,1,[5382]
3645,東武鉄道東武日光線,樅山駅,1,[5383]
3646,東日本旅客鉄道大船渡線,一ノ関駅,2,"[5386, 7215]"
3647,東海旅客鉄道高山線,飛騨一ノ宮駅,1,[5388]
3648,東海旅客鉄道高山線,久々野駅,1,[5388]
3649,豊橋鉄道渥美線,豊島駅,3,"[5389, 10266, 14750]"
3650,豊橋鉄道渥美線,神戸駅,2,"[5389, 10266]"
3651,九州旅客鉄道鹿児島本線,木葉駅,3,"[5392, 7507, 13399]"
3652,九州旅客鉄道鹿児島本線,肥後伊倉駅,3,"[5392, 13399, 14169]"
3653,東日本旅客鉄道横浜線,菊名駅,4,"[5393, 7486, 10419, 11490]"
3654,東日本旅客鉄道信越本線,三条駅,3,"[5399, 7154, 7624]"
3655,東日本旅客鉄道信越本線,東光寺駅,1,[5399]
3656,名古屋鉄道名鉄名古屋本線,新川橋駅,1,[5405]
3657,東急電鉄東急田園都市線,田奈駅,8,"[5406, 6054, 6991, 8504, 9819, 11458, 12291, 13093]"
3658,名古屋鉄道名鉄津島線,青塚駅,2,"[5409, 9127]"
3659,四国旅客鉄道土讃線,円行寺口駅,2,"[5410, 9790]"
3660,四国旅客鉄道土讃線,旭駅,2,"[5410, 9790]"
3661,東日本旅客鉄道中央本線,青柳駅,2,"[5415, 13821]"
3662,名古屋鉄道名鉄各務原線,各務原市役所前駅,2,"[5416, 6328]"
3663,名古屋鉄道名鉄各務原線,市民公園前駅,1,[5416]
3664,九州旅客鉄道日豊本線,霧島神宮駅,4,"[5420, 5919, 8264, 9915]"
3665,九州旅客鉄道日豊本線,日出駅,2,"[5432, 9240]"
3666,"['神戸市交通局山手線', '神戸市交通局西神線']",西神南駅,1,[5436]
3667,東武鉄道東武日光線,杉戸高野台駅,8,"[5439, 8388, 8927, 9010, 9189, 9791, 11945, 12881]"
3668,東日本旅客鉄道奥羽本線,前山駅,1,[5440]
3669,西日本旅客鉄道山陰本線,直江駅,2,"[5444, 10787]"
3670,西日本旅客鉄道山陰本線,出雲市駅,4,"[5444, 10787, 14120, 14356]"
3671,東日本旅客鉄道仙山線,陸前白沢駅,2,"[5449, 7707]"
3672,東日本旅客鉄道成田線,下総松崎駅,4,"[5456, 10096, 10936, 11854]"
3673,西日本旅客鉄道呉線,広駅,1,[5474]
3674,四国旅客鉄道土讃線,高知駅,1,[5476]
3675,伊予鉄道城南線,大街道停留場,2,"[5485, 13903]"
3676,九州旅客鉄道指宿枕崎線,坂之上駅,3,"[5487, 6891, 14134]"
3677,九州旅客鉄道指宿枕崎線,五位野駅,2,"[5487, 14134]"
3678,東日本旅客鉄道成田線,新木駅,5,"[5489, 10823, 13450, 14441, 14846]"
3679,東日本旅客鉄道横浜線,大口駅,8,"[5491, 6056, 6518, 7486, 7545, 8759, 11103, 11490]"
3680,近畿日本鉄道近鉄名古屋線,伊勢朝日駅,3,"[5502, 11460, 11727]"
3681,名古屋鉄道名鉄尾西線,町方駅,4,"[5512, 9262, 11161, 13372]"
3682,西武鉄道西武拝島線,拝島駅,2,"[5515, 11999]"
3683,広島電鉄宇品線,皆実町六丁目停留場,1,[5526]
3684,広島電鉄宇品線,御幸橋停留場,1,[5526]
3685,島原鉄道島原鉄道線,古部駅,1,[5531]
3686,島原鉄道島原鉄道線,大正駅,1,[5531]
3687,東日本旅客鉄道東北本線,矢吹駅,2,"[5534, 14746]"
3688,京都市交通局烏丸線,京都駅,1,[5535]
3689,東京都交通局浅草線,三田駅,2,"[5538, 9822]"
3690,西日本旅客鉄道大阪環状線,京橋駅,3,"[5551, 10795, 12345]"
3691,東日本旅客鉄道総武本線,松岸駅,1,[5552]
3692,東日本旅客鉄道総武本線,銚子駅,1,[5552]
3693,阪急電鉄阪急今津線,小林駅,3,"[5558, 8802, 9014]"
3694,青い森鉄道青い森鉄道線,小川原駅,1,[5569]
3695,東海旅客鉄道東海道線,高塚駅,3,"[5574, 6969, 10964]"
3696,四国旅客鉄道予讃線,讃岐府中駅,2,"[5575, 14279]"
3697,京浜急行電鉄京急本線,京急蒲田駅,3,"[5577, 11960, 13356]"
3698,名古屋鉄道名鉄三河線,知立駅,2,"[5584, 13626]"
3699,名古屋鉄道名鉄三河線,重原駅,2,"[5584, 13626]"
3700,西武鉄道西武国分寺線,鷹の台駅,6,"[5585, 6757, 7772, 11805, 11846, 13773]"
3701,西日本旅客鉄道山陰本線,長門市駅,1,[5586]
3702,西日本旅客鉄道山陰本線,黄波戸駅,1,[5586]
3703,東海旅客鉄道参宮線,二見浦駅,1,[5587]
3704,東海旅客鉄道参宮線,鳥羽駅,1,[5587]
3705,四国旅客鉄道徳島線,下浦駅,1,[5596]
3706,青い森鉄道青い森鉄道線,向山駅,1,[5600]
3707,西日本旅客鉄道山陽線,大竹駅,5,"[5607, 8287, 13312, 13917, 14031]"
3708,大阪市高速電気軌道谷町線,駒川中野駅,2,"[5610, 7986]"
3709,西日本旅客鉄道北陸本線,春江駅,6,"[5617, 7739, 10813, 11451, 11670, 14331]"
3710,東日本旅客鉄道両毛線,新前橋駅,1,[5623]
3711,東日本旅客鉄道両毛線,井野駅,1,[5623]
3712,東急電鉄東急東横線,田園調布駅,6,"[5625, 6752, 8985, 10148, 11150, 13424]"
3713,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",紀三井寺駅,4,"[5627, 9848, 10403, 12526]"
3714,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",黒江駅,3,"[5627, 7049, 9848]"
3715,西日本旅客鉄道福知山線,生瀬駅,1,[5635]
3716,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",那智駅,2,"[5642, 13860]"
3717,西日本旅客鉄道七尾線,羽咋駅,4,"[5643, 12757, 14485, 14489]"
3718,東武鉄道東武小泉線,東小泉駅,2,"[5655, 7021]"
3719,東武鉄道東武小泉線,竜舞駅,2,"[5655, 7021]"
3720,東日本旅客鉄道東北本線,陸中折居駅,4,"[5669, 6074, 7954, 13308]"
3721,東日本旅客鉄道東北本線,前沢駅,3,"[5669, 13308, 14759]"
3722,西日本旅客鉄道東海道線,能登川駅,6,"[5670, 5739, 9011, 12543, 12688, 14875]"
3723,上毛電気鉄道上毛線,城東駅,1,[5671]
3724,上毛電気鉄道上毛線,三俣駅,1,[5671]
3725,名古屋鉄道名鉄西尾線,西尾口駅,1,[5672]
3726,京成電鉄京成押上線,京成曳舟駅,4,"[5674, 5775, 12207, 14540]"
3727,東日本旅客鉄道上越線,八木原駅,5,"[5678, 11856, 13521, 14251, 14420]"
3728,長崎電気軌道本線,中原駅,2,"[5680, 11783]"
3729,九州旅客鉄道鹿児島本線,小森江駅,1,[5681]
3730,西日本旅客鉄道山陽線,阿品駅,4,"[5687, 8279, 10889, 12135]"
3731,西日本旅客鉄道山陽線,宮島口駅,5,"[5687, 6355, 8065, 8513, 9503]"
3732,名古屋市交通局名港線,東海通駅,1,[5689]
3733,東日本旅客鉄道白新線,新潟駅,2,"[5692, 6679]"
3734,東海旅客鉄道高山線,美濃太田駅,2,"[5696, 11754]"
3735,広島電鉄宮島線,佐伯区役所前駅,2,"[5698, 6410]"
3736,WILLER TRAINS宮津線,久美浜駅,1,[5699]
3737,WILLER TRAINS宮津線,コウノトリの郷駅,1,[5699]
3738,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",加茂郷駅,1,[5703]
3739,東京都交通局新宿線,神保町駅,2,"[5704, 7814]"
3740,NULL,新大阪駅,1,[5705]
3741,NULL,西九条駅,2,"[5705, 10488]"
3742,"['九州旅客鉄道鹿児島本線', '九州旅客鉄道筑豊本線', '九州旅客鉄道篠粟線']",筑前植木駅,3,"[5706, 8313, 14083]"
3743,東日本旅客鉄道信越本線,見附駅,4,"[5710, 6257, 7167, 11684]"
3744,京浜急行電鉄京急本線,梅屋敷駅,2,"[5711, 7840]"
3745,松浦鉄道西九州線,西木場駅,1,[5712]
3746,松浦鉄道西九州線,東田平駅,1,[5712]
3747,北海道旅客鉄道函館本線,野幌駅,3,"[5713, 6222, 12827]"
3748,西日本旅客鉄道山陰本線,浜村駅,2,"[5719, 8848]"
3749,西日本旅客鉄道山陰本線,宝木駅,2,"[5719, 12669]"
3750,東京都交通局新宿線,瑞江駅,3,"[5722, 6202, 9408]"
3751,東日本旅客鉄道内房線,岩井駅,3,"[5725, 8673, 9076]"
3752,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",紀伊田辺駅,2,"[5730, 9312]"
3753,"['東海旅客鉄道紀勢線', '西日本旅客鉄道紀勢線']",紀伊新庄駅,1,[5730]
3754,近畿日本鉄道近鉄橿原線,尼ヶ辻駅,2,"[5733, 11953]"
3755,西日本鉄道西鉄天神大牟田線,犬塚駅,2,"[5734, 8174]"
3756,西日本旅客鉄道七尾線,能登部駅,1,[5735]
3757,西日本旅客鉄道七尾線,良川駅,1,[5735]
3758,東京都交通局新宿線,小川町駅,3,"[5736, 9434, 14122]"
3759,東日本旅客鉄道津軽線,左堰駅,4,"[5738, 7746, 13403, 14826]"
3760,東日本旅客鉄道津軽線,奥内駅,4,"[5738, 12117, 13403, 14826]"
3761,北海道旅客鉄道宗谷本線,豊富駅,2,"[5745, 9190]"
3762,北海道旅客鉄道宗谷本線,徳満駅,1,[5745]
3763,えちごトキめき鉄道妙高はねうまライン,北新井駅,1,[5747]
3764,えちごトキめき鉄道妙高はねうまライン,上越妙高駅,1,[5747]
3765,名古屋鉄道名鉄名古屋本線,丸ノ内駅,2,"[5749, 10545]"
3766,名古屋鉄道名鉄豊川線,諏訪町駅,4,"[5752, 7692, 10573, 11003]"
3767,名古屋鉄道名鉄豊川線,稲荷口駅,2,"[5752, 11277]"
3768,東京地下鉄日比谷線,南千住駅,2,"[5753, 11279]"
3769,西日本旅客鉄道吉備線,服部駅,4,"[5755, 11843, 12532, 13939]"
3770,西日本旅客鉄道吉備線,足守駅,1,[5755]
3771,富山地方鉄道本線,稲荷町駅,1,[5757]
3772,富山地方鉄道本線,電鉄富山駅,1,[5757]
3773,東日本旅客鉄道根岸線,港南台駅,5,"[5758, 9559, 11483, 12152, 14637]"
3774,小田急電鉄小田急小田原線,経堂駅,4,"[5761, 7355, 8273, 10790]"
3775,豊橋鉄道東田本線,東田坂上停留場,2,"[5762, 14517]"
3776,九州旅客鉄道日豊本線,西小倉駅,3,"[5766, 6959, 10659]"
3777,"['神戸市交通局山手線', '神戸市交通局西神線']",長田駅,1,[5768]
3778,東日本旅客鉄道信越本線,鯨波駅,3,"[5784, 10536, 13341]"
3779,東日本旅客鉄道信越本線,柏崎駅,3,"[5784, 10536, 13341]"
3780,東日本旅客鉄道奥羽本線,北山形駅,2,"[5791, 6939]"
3781,東日本旅客鉄道両毛線,富田駅,10,"[5796, 6447, 7316, 10251, 10886, 11812, 12371, 13603, 14144, 14803]"
3782,西日本旅客鉄道阪和線,紀伊中ノ島駅,5,"[5797, 9285, 9951, 10523, 12566]"
3783,肥薩おれんじ鉄道肥薩おれんじ鉄道線,米ノ津駅,4,"[5798, 6634, 11166, 12120]"
3784,東京地下鉄銀座線,末広町駅,1,[5800]
3785,西日本旅客鉄道山陽線,熊山駅,5,"[5803, 6645, 7621, 7961, 14270]"
3786,西日本旅客鉄道山陽線,万富駅,5,"[5803, 6645, 7961, 11385, 14270]"
3787,東急電鉄東急田園都市線,あざみ野駅,12,"[5805, 5929, 10036, 10242, 10920, 11217, 11801, 12640, 12919, 13618, 14146, 14567]"
3788,四国旅客鉄道高徳線,屋島駅,3,"[5808, 9362, 9992]"
3789,"['東日本旅客鉄道常磐線', '東京地下鉄千代田線']",亀有駅,5,"[5811, 6705, 6817, 10398, 13827]"
3790,東武鉄道東武日光線,藤岡駅,4,"[5813, 7982, 13062, 13743]"
